# rtl-power-fftw output
# Acquisition start: 2020-11-16 15:03:42 UTC
# Acquisition end: 2020-11-16 15:03:43 UTC
#
# frequency [Hz] power spectral density [dB/Hz]
9.02e+08 -66.0813
9.0200391e+08 -65.9092
9.0200781e+08 -65.9981
9.0201172e+08 -66.0334
9.0201562e+08 -66.0623
9.0201953e+08 -66.0512
9.0202344e+08 -66.1273
9.0202734e+08 -66.1381
9.0203125e+08 -66.2552
9.0203516e+08 -66.2355
9.0203906e+08 -66.2231
9.0204297e+08 -66.0486
9.0204688e+08 -66.2237
9.0205078e+08 -65.9406
9.0205469e+08 -66.0566
9.0205859e+08 -65.9786
9.020625e+08 -66.0718
9.0206641e+08 -65.8981
9.0207031e+08 -66.1569
9.0207422e+08 -66.0702
9.0207812e+08 -65.9002
9.0208203e+08 -65.9328
9.0208594e+08 -65.8454
9.0208984e+08 -65.7361
9.0209375e+08 -65.9506
9.0209766e+08 -65.6091
9.0210156e+08 -65.8268
9.0210547e+08 -65.668
9.0210938e+08 -65.7339
9.0211328e+08 -65.4454
9.0211719e+08 -65.6646
9.0212109e+08 -65.4895
9.02125e+08 -65.3615
9.0212891e+08 -65.3832
9.0213281e+08 -65.2581
9.0213672e+08 -65.4271
9.0214062e+08 -65.3225
9.0214453e+08 -65.1823
9.0214844e+08 -65.0762
9.0215234e+08 -65.0092
9.0215625e+08 -65.0154
9.0216016e+08 -65.238
9.0216406e+08 -65.0875
9.0216797e+08 -64.8018
9.0217188e+08 -64.9197
9.0217578e+08 -64.7029
9.0217969e+08 -64.7132
9.0218359e+08 -64.5842
9.021875e+08 -64.5859
9.0219141e+08 -64.6487
9.0219531e+08 -64.6494
9.0219922e+08 -64.4428
9.0220312e+08 -64.4351
9.0220703e+08 -64.3875
9.0221094e+08 -64.3827
9.0221484e+08 -64.2224
9.0221875e+08 -64.0871
9.0222266e+08 -64.4281
9.0222656e+08 -64.1927
9.0223047e+08 -64.083
9.0223438e+08 -64.0628
9.0223828e+08 -64.1694
9.0224219e+08 -63.9253
9.0224609e+08 -63.9386
9.0225e+08 -63.6663
9.0225391e+08 -63.7499
