# rtl-power-fftw output
# Acquisition start: 2020-11-16 11:44:23 UTC
# Acquisition end: 2020-11-16 11:44:23 UTC
#
# frequency [Hz] power spectral density [dB/Hz]
9e+08 -64.6249
9.0000195e+08 -64.6478
9.0000391e+08 -64.6853
9.0000586e+08 -64.8725
9.0000781e+08 -64.8987
9.0000977e+08 -64.6003
9.0001172e+08 -64.969
9.0001367e+08 -63.6461
9.0001562e+08 -64.6783
9.0001758e+08 -64.8274
9.0001953e+08 -64.9617
9.0002148e+08 -64.6576
9.0002344e+08 -65.0334
9.0002539e+08 -65.0653
9.0002734e+08 -64.829
9.000293e+08 -65.0156
9.0003125e+08 -64.8782
9.000332e+08 -64.5902
9.0003516e+08 -64.7647
9.0003711e+08 -65.0265
9.0003906e+08 -65.0764
9.0004102e+08 -65.0772
9.0004297e+08 -64.9748
9.0004492e+08 -64.8054
9.0004688e+08 -65.0459
9.0004883e+08 -65.0911
9.0005078e+08 -64.8456
9.0005273e+08 -64.8407
9.0005469e+08 -64.8613
9.0005664e+08 -65.0135
9.0005859e+08 -65.141
9.0006055e+08 -64.7861
9.000625e+08 -65.0621
9.0006445e+08 -64.7445
9.0006641e+08 -64.7248
9.0006836e+08 -64.8133
9.0007031e+08 -64.6073
9.0007227e+08 -64.6796
9.0007422e+08 -64.7363
9.0007617e+08 -65.0214
9.0007812e+08 -64.7485
9.0008008e+08 -64.7912
9.0008203e+08 -64.6399
9.0008398e+08 -64.9659
9.0008594e+08 -64.6547
9.0008789e+08 -64.8046
9.0008984e+08 -64.8673
9.000918e+08 -64.3599
9.0009375e+08 -64.6727
9.000957e+08 -64.7174
9.0009766e+08 -64.2691
9.0009961e+08 -64.6621
9.0010156e+08 -64.6546
9.0010352e+08 -64.6313
9.0010547e+08 -64.6444
9.0010742e+08 -64.3324
9.0010938e+08 -64.582
9.0011133e+08 -64.3018
9.0011328e+08 -64.2917
9.0011523e+08 -64.5202
9.0011719e+08 -64.4422
9.0011914e+08 -64.1524
9.0012109e+08 -64.2801
9.0012305e+08 -64.2457
9.00125e+08 -64.1165
9.0012695e+08 -64.1249
9.0012891e+08 -64.3679
9.0013086e+08 -64.3265
9.0013281e+08 -64.0834
9.0013477e+08 -63.947
9.0013672e+08 -63.5872
9.0013867e+08 -64.0162
9.0014062e+08 -64.0342
9.0014258e+08 -63.9561
9.0014453e+08 -63.7868
9.0014648e+08 -63.9963
9.0014844e+08 -63.6174
9.0015039e+08 -63.7358
9.0015234e+08 -63.9535
9.001543e+08 -63.8538
9.0015625e+08 -63.7879
9.001582e+08 -63.8831
9.0016016e+08 -63.727
9.0016211e+08 -63.7305
9.0016406e+08 -63.6352
9.0016602e+08 -63.6855
9.0016797e+08 -63.7418
9.0016992e+08 -63.6781
9.0017188e+08 -63.4358
9.0017383e+08 -63.5741
9.0017578e+08 -63.4604
9.0017773e+08 -63.1852
9.0017969e+08 -63.4555
9.0018164e+08 -63.4726
9.0018359e+08 -63.5901
9.0018555e+08 -63.3721
9.001875e+08 -63.4383
9.0018945e+08 -63.0222
9.0019141e+08 -63.1267
9.0019336e+08 -63.1595
9.0019531e+08 -63.0898
9.0019727e+08 -63.4296
9.0019922e+08 -63.0833
9.0020117e+08 -62.9844
9.0020312e+08 -62.8296
9.0020508e+08 -62.5147
9.0020703e+08 -62.8044
9.0020898e+08 -63.0743
9.0021094e+08 -63.0196
9.0021289e+08 -62.9207
9.0021484e+08 -63.0693
9.002168e+08 -62.7857
9.0021875e+08 -63.1754
9.002207e+08 -62.7976
9.0022266e+08 -63.0092
9.0022461e+08 -62.6045
9.0022656e+08 -63.0173
9.0022852e+08 -62.7647
9.0023047e+08 -62.7929
9.0023242e+08 -63.0093
9.0023438e+08 -62.714
9.0023633e+08 -62.482
9.0023828e+08 -62.9145
9.0024023e+08 -62.5253
9.0024219e+08 -62.8118
9.0024414e+08 -62.552
9.0024609e+08 -62.5496
9.0024805e+08 -62.6338
9.0025e+08 -62.3786
9.0025195e+08 -62.2885
9.0025391e+08 -62.3862
9.0025586e+08 -62.3744
9.0025781e+08 -62.6457
9.0025977e+08 -62.0713
9.0026172e+08 -62.5136
9.0026367e+08 -62.4854
9.0026562e+08 -62.4783
9.0026758e+08 -62.2648
9.0026953e+08 -62.5008
9.0027148e+08 -62.1954
9.0027344e+08 -62.3855
9.0027539e+08 -62.227
9.0027734e+08 -62.3464
9.002793e+08 -62.292
9.0028125e+08 -62.2637
9.002832e+08 -62.2438
9.0028516e+08 -62.4396
9.0028711e+08 -62.7054
9.0028906e+08 -62.4548
9.0029102e+08 -62.3186
9.0029297e+08 -62.2514
9.0029492e+08 -62.333
9.0029688e+08 -62.3593
9.0029883e+08 -62.3583
9.0030078e+08 -62.3216
9.0030273e+08 -62.4875
9.0030469e+08 -62.3389
9.0030664e+08 -62.346
9.0030859e+08 -62.1894
9.0031055e+08 -62.1757
9.003125e+08 -62.215
9.0031445e+08 -62.0531
9.0031641e+08 -62.1855
9.0031836e+08 -62.1595
9.0032031e+08 -62.068
9.0032227e+08 -62.0548
9.0032422e+08 -62.1832
9.0032617e+08 -62.2938
9.0032812e+08 -62.2441
9.0033008e+08 -62.3746
9.0033203e+08 -62.0078
9.0033398e+08 -62.0416
9.0033594e+08 -62.1861
9.0033789e+08 -62.0532
9.0033984e+08 -61.7832
9.003418e+08 -62.4129
9.0034375e+08 -62.1214
9.003457e+08 -62.1297
9.0034766e+08 -62.1384
9.0034961e+08 -62.2884
9.0035156e+08 -61.7647
9.0035352e+08 -61.8756
9.0035547e+08 -61.9304
9.0035742e+08 -61.9772
9.0035938e+08 -61.9847
9.0036133e+08 -62.1333
9.0036328e+08 -62.2396
9.0036523e+08 -62.0763
9.0036719e+08 -62.0965
9.0036914e+08 -61.9068
9.0037109e+08 -62.195
9.0037305e+08 -61.9874
9.00375e+08 -62.231
9.0037695e+08 -62.1749
9.0037891e+08 -62.1379
9.0038086e+08 -61.9546
9.0038281e+08 -62.0956
9.0038477e+08 -61.7761
9.0038672e+08 -62.0475
9.0038867e+08 -62.1104
9.0039062e+08 -62.4214
9.0039258e+08 -62.164
9.0039453e+08 -62.0088
9.0039648e+08 -62.1416
9.0039844e+08 -61.8685
9.0040039e+08 -62.2661
9.0040234e+08 -62.0314
9.004043e+08 -62.1134
9.0040625e+08 -61.5342
9.004082e+08 -61.7795
9.0041016e+08 -62.0307
9.0041211e+08 -62.2121
9.0041406e+08 -62.1136
9.0041602e+08 -62.3371
9.0041797e+08 -62.092
9.0041992e+08 -62.0021
9.0042188e+08 -62.1201
9.0042383e+08 -62.1251
9.0042578e+08 -62.0786
9.0042773e+08 -62.0355
9.0042969e+08 -62.2041
9.0043164e+08 -62.0396
9.0043359e+08 -62.3524
9.0043555e+08 -61.9212
9.004375e+08 -62.0143
9.0043945e+08 -61.998
9.0044141e+08 -61.9948
9.0044336e+08 -62.2888
9.0044531e+08 -62.1849
9.0044727e+08 -61.8879
9.0044922e+08 -62.2076
9.0045117e+08 -62.1074
9.0045312e+08 -62.1503
9.0045508e+08 -62.037
9.0045703e+08 -61.9875
9.0045898e+08 -61.7745
9.0046094e+08 -62.22
9.0046289e+08 -61.9029
9.0046484e+08 -62.201
9.004668e+08 -62.2867
9.0046875e+08 -61.9183
9.004707e+08 -62.0547
9.0047266e+08 -62.0824
9.0047461e+08 -61.9193
9.0047656e+08 -62.1644
9.0047852e+08 -61.9977
9.0048047e+08 -62.0493
9.0048242e+08 -61.9502
9.0048438e+08 -62.3219
9.0048633e+08 -61.9417
9.0048828e+08 -62.4493
9.0049023e+08 -62.3583
9.0049219e+08 -62.2769
9.0049414e+08 -62.3334
9.0049609e+08 -62.5462
9.0049805e+08 -62.3226
9.005e+08 -62.3606
9.0050195e+08 -62.1381
9.0050391e+08 -62.2355
9.0050586e+08 -62.3376
9.0050781e+08 -62.0277
9.0050977e+08 -62.2315
9.0051172e+08 -62.1467
9.0051367e+08 -62.1113
9.0051562e+08 -62.3521
9.0051758e+08 -62.4342
9.0051953e+08 -62.3753
9.0052148e+08 -62.2901
9.0052344e+08 -62.3178
9.0052539e+08 -62.4562
9.0052734e+08 -62.3712
9.005293e+08 -62.1831
9.0053125e+08 -62.2512
9.005332e+08 -62.3794
9.0053516e+08 -62.3729
9.0053711e+08 -62.5087
9.0053906e+08 -62.5172
9.0054102e+08 -62.1906
9.0054297e+08 -62.0575
9.0054492e+08 -62.2061
9.0054688e+08 -62.3277
9.0054883e+08 -62.4018
9.0055078e+08 -62.5576
9.0055273e+08 -62.4031
9.0055469e+08 -62.4637
9.0055664e+08 -62.6296
9.0055859e+08 -62.2567
9.0056055e+08 -62.2229
9.005625e+08 -62.647
9.0056445e+08 -62.7404
9.0056641e+08 -62.4469
9.0056836e+08 -62.2896
9.0057031e+08 -62.6427
9.0057227e+08 -62.6978
9.0057422e+08 -62.5724
9.0057617e+08 -62.6382
9.0057812e+08 -62.7139
9.0058008e+08 -62.6146
9.0058203e+08 -62.4108
9.0058398e+08 -62.4455
9.0058594e+08 -62.6142
9.0058789e+08 -62.5596
9.0058984e+08 -62.5892
9.005918e+08 -62.7667
9.0059375e+08 -62.5056
9.005957e+08 -62.535
9.0059766e+08 -62.5418
9.0059961e+08 -62.5416
9.0060156e+08 -62.5489
9.0060352e+08 -62.6589
9.0060547e+08 -62.5752
9.0060742e+08 -62.3796
9.0060938e+08 -62.4678
9.0061133e+08 -62.3285
9.0061328e+08 -62.418
9.0061523e+08 -62.5506
9.0061719e+08 -62.4738
9.0061914e+08 -62.915
9.0062109e+08 -62.6399
9.0062305e+08 -62.6125
9.00625e+08 -62.0055
9.0062695e+08 -62.6274
9.0062891e+08 -62.9193
9.0063086e+08 -62.5341
9.0063281e+08 -62.7967
9.0063477e+08 -62.584
9.0063672e+08 -62.8128
9.0063867e+08 -62.7997
9.0064062e+08 -62.508
9.0064258e+08 -62.9535
9.0064453e+08 -62.3831
9.0064648e+08 -62.5421
9.0064844e+08 -62.7043
9.0065039e+08 -62.7496
9.0065234e+08 -62.5398
9.006543e+08 -62.7194
9.0065625e+08 -62.7297
9.006582e+08 -62.5086
9.0066016e+08 -62.5054
9.0066211e+08 -62.7278
9.0066406e+08 -62.7061
9.0066602e+08 -62.7331
9.0066797e+08 -62.7142
9.0066992e+08 -62.5859
9.0067188e+08 -62.8136
9.0067383e+08 -62.5708
9.0067578e+08 -62.5466
9.0067773e+08 -62.2129
9.0067969e+08 -62.5291
9.0068164e+08 -62.9029
9.0068359e+08 -62.6903
9.0068555e+08 -62.593
9.006875e+08 -62.5151
9.0068945e+08 -62.7221
9.0069141e+08 -62.5812
9.0069336e+08 -62.7815
